Time (sec),Load of Online Machines(%), Lowest Load(%), Highest Load(%), # of Requests,Powered BED Count,Group Power(w),Active BED Count,S3 Powered Count,Online BED Count,Group Power Factor (%),Average CPU Core Temp. (°c), Hottest CPU Core Temp. (°c),WC Average CPU Core Temp (°c), WC Hottest CPU Core Temp (°c),Capacity Used(%),I/O Load of Online Machines(%),I/O Capacity Used(%), # Batch Jobs
6540.2,56.12,49.99,62.4,0,52,7537,40,0,52,0.794688,53,72,0,2810179280,0,0,0,0
6541.2,56.68,51.99,62.04,0,52,7537,40,0,52,0.794688,53,72,0,2810179280,0,0,0,0
6542.2,56.98,53,63.67,0,52,7555,40,0,52,0.800781,53,72,0,2810179280,0,0,0,0
6543.2,56.69,49.71,61.8,0,52,7571,40,0,52,0.800781,53,72,0,2810179280,0,0,0,0
6544.2,56.47,52.04,63.78,0,52,7581,40,0,52,0.800625,53,72,0,2810179280,0,0,0,0
6545.2,57.52,52.34,63.82,0,52,7581,40,0,52,0.800625,53,71,0,2810179280,0,0,0,0
6546.2,56.51,51.46,63.46,0,52,7586,40,0,52,0.800781,53,72,0,2810179280,0,0,0,0
6547.2,58.24,52.19,63.27,0,52,7592,40,0,52,0.800781,53,72,0,2810179280,0,0,0,0
6548.2,56.77,49.95,62.4,0,52,7592,40,0,52,0.800781,53,72,0,2810179280,0,0,0,0
6549.2,58.56,52.29,64.92,0,52,7592,40,0,52,0.800781,53,72,0,2810179280,0,0,0,0
6550.2,57.44,53.88,63.78,0,52,7598,40,0,52,0.800938,53,72,0,2810179280,0,0,0,0
6551.2,58.34,52.15,63.28,0,52,7595,40,0,52,0.801094,53,72,0,2810179280,0,0,0,0
6552.2,57.61,51.54,66.86,0,52,7609,40,0,52,0.801094,53,72,0,2810179280,0,0,0,0
6553.2,58.73,51.92,63.34,0,52,7626,40,0,52,0.800938,53,72,0,2810179280,0,0,0,0
6554.2,58.09,52.02,64.2,0,52,7626,40,0,52,0.800938,53,72,0,2810179280,0,0,0,0
6555.2,53.76,0.16,64.84,0,52,7612,44,0,52,0.800938,53,72,0,2810179280,0,0,0,0
6556.2,52.64,0.18,62.7,0,52,7612,44,0,52,0.800469,53,72,0,2810179280,0,0,0,0
6557.2,53.97,0.17,64.5,0,52,7612,44,0,52,0.800469,53,72,0,2810179280,0,0,0,0
6558.2,53.15,7.7,64.22,0,52,7617,44,0,52,0.800469,53,72,0,2810179280,0,0,0,0
6559.2,53.32,7.14,62.67,0,52,7630,44,0,52,0.800313,53,72,0,2810179280,0,0,0,0
6560.2,54.5,17.81,62.67,0,52,7632,44,0,52,0.800781,53,72,0,2810179280,0,0,0,0
6561.2,53.23,24.8,62.89,0,52,7632,44,0,52,0.800781,53,72,0,2810179280,0,0,0,0
6562.2,55.39,29.01,62.03,0,52,7632,44,0,52,0.800781,53,72,0,2810179280,0,0,0,0
6563.2,54.67,44.33,61.91,0,52,7670,44,0,52,0.802656,53,72,0,2810179280,0,0,0,0
6564.2,55.13,46.28,59.4,0,52,7670,44,0,52,0.802656,54,72,0,2810179280,0,0,0,0
6565.2,55.51,51.92,62.77,0,52,7670,44,0,52,0.802656,54,72,0,2810179280,0,0,0,0
6566.2,55.5,50.83,60.36,0,52,7690,44,0,52,0.802656,54,72,0,2810179280,0,0,0,0
6567.2,55.3,51.48,63.14,0,52,7792,44,0,52,0.795938,53,72,0,2810179280,0,0,0,0
6568.2,56.15,52.77,62.41,0,51,7803,44,0,52,0.795938,54,72,0,2810179280,0,0,0,0
6569.2,55.26,51.75,60.49,0,49,7803,44,0,51,0.795938,54,72,0,2810179280,0,0,0,0
6570.2,56.37,52.92,59.94,0,48,7823,44,0,49,0.801875,54,72,0,2810179280,0,0,0,0
6571.2,55.86,51.35,62.87,0,48,7834,44,0,48,0.801875,54,72,0,2810179280,0,0,0,0
6572.2,55.99,51.2,60.07,0,48,7834,44,0,48,0.801875,54,72,0,2810179280,0,0,0,0
6573.2,55.79,52.01,61.6,0,48,7834,44,0,48,0.801875,54,72,0,2810179280,0,0,0,0
6574.2,56.31,51.22,63.81,0,48,7846,44,0,48,0.796563,54,72,0,2810179280,0,0,0,0
6575.2,56.26,51.5,63.33,0,48,7859,44,0,48,0.796719,54,72,0,2810179280,0,0,0,0
6576.2,57.21,52.1,63.81,0,48,7859,44,0,48,0.796719,54,72,0,2810179280,0,0,0,0
6577.2,56.12,51.67,59.47,0,48,7878,44,0,48,0.801563,54,72,0,2810179280,0,0,0,0
6578.2,56.95,52,63.21,0,48,7878,44,0,48,0.801563,54,72,0,2810179280,0,0,0,0
6579.2,56.92,51.83,62.64,0,48,7862,44,0,48,0.764688,55,72,0,2810179280,0,0,0,0
6580.2,57.38,51.35,63.78,0,48,7862,44,0,48,0.764688,55,72,0,2810179280,0,0,0,0
6581.2,57.15,52.76,63.91,0,48,7857,44,0,48,0.765313,55,72,0,2810179280,0,0,0,0
6582.2,56.88,48.44,62.22,0,48,7638,44,0,48,0.7625,55,72,0,2810179280,0,0,0,0
6583.2,57.23,51.2,63.19,0,48,7577,44,0,48,0.760781,55,73,0,2810179280,0,0,0,0
6584.2,57.51,49.46,64.86,0,48,7590,44,0,48,0.760625,55,73,0,2810179280,0,0,0,0
6585.3,57.49,50.86,63.98,0,48,7552,44,0,48,0.760156,55,72,0,2810179280,0,0,0,0
6586.3,57.24,51.46,66.61,0,48,7552,44,0,48,0.760156,55,73,0,2810179280,0,0,0,0
6587.3,57.32,47.25,65.6,0,48,7531,44,0,48,0.759688,55,73,0,2810179280,0,0,0,0
6588.3,57.08,51.16,63.8,0,48,7530,44,0,48,0.754063,55,72,0,2810179280,0,0,0,0
6589.3,57.24,52.14,64.1,0,47,7530,44,0,48,0.754063,55,73,0,2810179280,0,0,0,0
6590.3,56.81,52.47,62.5,0,45,7514,44,0,47,0.75375,55,73,0,2810179280,0,0,0,0
6591.3,57.92,52.35,64.36,0,44,7516,44,0,45,0.753281,55,72,0,2810179280,0,0,0,0
6592.3,56.83,51.6,61.62,0,44,7503,44,0,44,0.759219,56,72,0,2810179280,0,0,0,0
6593.3,57.13,51.25,62.43,0,44,7518,44,0,44,0.759375,56,72,0,2810179280,0,0,0,0
6594.3,56.91,52.16,65.21,0,44,7518,44,0,44,0.759375,56,73,0,2810179280,0,0,0,0
6595.3,56.85,52.2,62.12,0,44,7519,44,0,44,0.754219,56,72,0,2810179280,0,0,0,0
6596.3,56.65,51.95,64.52,0,44,7519,44,0,44,0.754219,56,72,0,2810179280,0,0,0,0
6597.3,56.95,51.54,62.21,0,44,7519,44,0,44,0.754219,56,72,0,2810179280,0,0,0,0
6598.3,56.64,51.57,63.69,0,44,7551,44,0,44,0.745,56,72,0,2810179280,0,0,0,0
6599.3,56.8,51.81,64.37,0,44,7550,44,0,44,0.745,56,72,0,2810179280,0,0,0,0
6600.3,56.71,51.57,64.8,0,44,7550,44,0,44,0.745,56,72,0,2810179280,0,0,0,0
6601.3,56.78,52.52,63.15,0,44,7553,44,0,44,0.744375,56,72,0,2810179280,0,0,0,0
6602.3,56.99,50.1,63.22,0,44,7373,44,0,44,0.715938,56,72,0,2810179280,0,0,0,0
6603.3,56.17,50.75,62.91,0,44,7370,44,0,44,0.716094,56,72,0,2810179280,0,0,0,0
6604.3,57.69,51.07,63.8,0,44,7375,44,0,44,0.716094,56,73,0,2810179280,0,0,0,0
6605.3,55.77,51.89,61.32,0,44,7178,44,0,44,0.714844,56,73,0,2810179280,0,0,0,0
6606.3,57.05,52.16,66.91,0,44,7156,44,0,44,0.720469,56,72,0,2810179280,0,0,0,0
6607.3,56.25,51.88,62.89,0,44,7168,44,0,44,0.720313,56,72,0,2810179280,0,0,0,0
6608.3,56.14,51.29,61.74,0,44,7168,44,0,44,0.720313,56,72,0,2810179280,0,0,0,0
6609.3,56.4,52.08,70.02,0,44,7153,44,0,44,0.714063,56,72,0,2810179280,0,0,0,0
6610.3,56.23,52.28,61.72,0,44,7153,44,0,44,0.714063,56,72,0,2810179280,0,0,0,0
6611.3,56.33,51.72,66.21,0,44,7139,44,0,44,0.714375,56,72,0,2810179280,0,0,0,0
6612.3,56.19,52.19,62.48,0,44,7130,44,0,44,0.714219,56,73,0,2810179280,0,0,0,0
6613.3,56.28,50.76,60.72,0,44,7130,44,0,44,0.714219,56,73,0,2810179280,0,0,0,0
6614.3,55.94,51.53,63.37,0,44,7143,44,0,44,0.714375,57,73,0,2810179280,0,0,0,0
6615.3,56.15,51.62,61.86,0,44,7147,44,0,44,0.714219,57,72,0,2810179280,0,0,0,0
6616.3,56.15,52.28,64.26,0,44,7154,44,0,44,0.714844,57,72,0,2810179280,0,0,0,0
6617.3,55.33,50.34,61.65,0,44,7162,44,0,44,0.715,57,72,0,2810179280,0,0,0,0
6618.3,56.49,51.48,62.57,0,44,7162,44,0,44,0.715,57,72,0,2810179280,0,0,0,0
6619.3,55.27,51.01,60.33,0,44,7147,44,0,44,0.714531,57,72,0,2810179280,0,0,0,0
6620.3,56.29,48.99,61.28,0,44,7124,44,0,44,0.708125,57,72,0,2810179280,0,0,0,0
6621.3,55.64,51.68,62.33,0,44,7124,44,0,44,0.708125,57,73,0,2810179280,0,0,0,0
6622.3,56.26,51.23,61.09,0,44,7113,44,0,44,0.708125,57,73,0,2810179280,0,0,0,0
6623.3,55.15,51.6,59.03,0,44,7115,44,0,44,0.708438,57,73,0,2810179280,0,0,0,0
6624.3,55.78,52.03,60.51,0,44,7115,44,0,44,0.708438,57,72,0,2810179280,0,0,0,0
6625.3,55.02,51.02,62.11,0,44,7107,44,0,44,0.708906,57,72,0,2810179280,0,0,0,0
6626.3,55.73,51.78,60.16,0,44,7127,44,0,44,0.714531,57,72,0,2810179280,0,0,0,0
6627.3,55.42,51.28,62.48,0,44,7119,44,0,44,0.714688,57,72,0,2810179280,0,0,0,0
6628.3,55.31,50.81,60.18,0,44,7135,44,0,44,0.714688,57,72,0,2810179280,0,0,0,0
6629.3,55.68,51,66.18,0,44,7135,44,0,44,0.714688,57,72,0,2810179280,0,0,0,0
6630.3,55.1,49.12,61.35,0,44,7100,44,0,44,0.715,57,72,0,2810179280,0,0,0,0
6631.3,55.16,49.8,60.16,0,44,7115,44,0,44,0.714844,57,72,0,2810179280,0,0,0,0
6632.3,55.07,51.11,61.32,0,44,7115,44,0,44,0.714844,57,72,0,2810179280,0,0,0,0
6633.3,55.42,51.82,59.38,0,44,7119,44,0,44,0.713438,57,72,0,2810179280,0,0,0,0
6634.3,55.32,50.96,60.98,0,44,7122,44,0,44,0.712813,57,73,0,2810179280,0,0,0,0
6635.3,54.67,50.98,59.75,0,44,7116,44,0,44,0.712656,57,73,0,2810179280,0,0,0,0
6636.3,55.07,51.01,59.06,0,44,7111,44,0,44,0.712656,57,73,0,2810179280,0,0,0,0
6637.3,55.08,51.16,58.36,0,44,7115,44,0,44,0.713281,57,72,0,2810179280,0,0,0,0
6638.3,55.08,50.97,62.39,0,44,7115,44,0,44,0.713281,57,73,0,2810179280,0,0,0,0
6639.3,55.03,51.65,61.65,0,44,7129,44,0,44,0.713594,57,73,0,2810179280,0,0,0,0
6640.3,55.26,50.83,59.12,0,44,7118,44,0,44,0.714375,57,73,0,2810179280,0,0,0,0
6641.3,54.69,51.56,61.68,0,44,7120,44,0,44,0.720156,57,73,0,2810179280,0,0,0,0
6642.3,55.33,51.77,59.88,0,44,7120,44,0,44,0.720156,57,73,0,2810179280,0,0,0,0
6643.3,54.77,51.45,61.52,0,44,7120,44,0,44,0.720156,57,73,0,2810179280,0,0,0,0
6644.3,54.67,51.94,56.98,0,44,7125,44,0,44,0.719375,57,72,0,2810179280,0,0,0,0
6645.3,54.77,51.4,61.99,0,44,7125,44,0,44,0.719375,57,73,0,2810179280,0,0,0,0
6646.3,54.6,51.1,58.84,0,44,7125,44,0,44,0.719375,57,73,0,2810179280,0,0,0,0
6647.3,54.39,51.5,58.33,0,44,7105,44,0,44,0.719219,57,72,0,2810179280,0,0,0,0
6648.3,54.17,49.61,58.46,0,44,7089,44,0,44,0.71375,58,73,0,2810179280,0,0,0,0
6649.3,54.19,49.8,63.09,0,44,7096,44,0,44,0.71375,58,73,0,2810179280,0,0,0,0
6650.3,54.1,50.7,61.36,0,44,7096,44,0,44,0.71375,58,73,0,2810179280,0,0,0,0
6651.3,54.02,51.29,56.88,0,44,7100,44,0,44,0.714219,58,72,0,2810179280,0,0,0,0
6652.3,54.16,51.16,58.14,0,44,7092,44,0,44,0.71375,58,72,0,2810179280,0,0,0,0
6653.3,53.96,50.77,57.01,0,44,7092,44,0,44,0.71375,58,73,0,2810179280,0,0,0,0
6654.3,54.1,50.83,58.18,0,44,7084,44,0,44,0.714219,58,73,0,2810179280,0,0,0,0
6655.3,53.36,50.33,56.72,0,44,7083,44,0,44,0.720469,58,73,0,2810179280,0,0,0,0
6656.3,53.9,49.6,58.74,0,44,7078,44,0,44,0.720469,58,73,0,2810179280,0,0,0,0
6657.4,53.51,50.32,55.9,0,44,7077,44,0,44,0.72,58,72,0,2810179280,0,0,0,0
6658.4,53.25,49.59,58.56,0,44,7090,44,0,44,0.713594,58,72,0,2810179280,0,0,0,0
6659.4,53.27,50.26,58.2,0,44,7090,40,0,44,0.713594,58,73,0,2810179280,0,0,0,0
6660.4,57.2,53.62,61.25,0,44,7083,40,0,44,0.71375,57,73,0,2810179280,0,0,0,0
6661.4,57.4,53.46,62.97,0,44,7061,40,0,44,0.707969,57,73,0,2810179280,0,0,0,0
6662.4,57.33,53,61.69,0,44,7061,40,0,44,0.707969,57,72,0,2810179280,0,0,0,0
6663.4,57.29,52.8,61.93,0,44,7076,40,0,44,0.708281,58,72,0,2810179280,0,0,0,0
6664.4,57.08,53.12,62.15,0,44,7061,40,0,44,0.708125,57,72,0,2810179280,0,0,0,0
6665.4,57.28,52.17,63.58,0,44,7107,40,0,44,0.707813,57,73,0,2810179280,0,0,0,0
6666.4,56.77,51.69,62.64,0,44,7107,40,0,44,0.707813,57,73,0,2810179280,0,0,0,0
6667.4,57.19,51.54,63.61,0,44,7107,40,0,44,0.707813,57,73,0,2810179280,0,0,0,0
6668.4,56.23,51.24,62.17,0,44,6928,40,0,44,0.707656,57,73,0,2810179280,0,0,0,0
6669.4,57.11,52.8,66.37,0,44,6949,40,0,44,0.713125,57,72,0,2810179280,0,0,0,0
6670.4,55.47,51.56,61.35,0,44,6949,40,0,44,0.713125,58,72,0,2810179280,0,0,0,0
6671.4,57.28,51.25,62.55,0,44,6953,40,0,44,0.712656,58,72,0,2810179280,0,0,0,0
6672.4,55.73,50.5,61.04,0,44,6974,40,0,44,0.712813,58,73,0,2810179280,0,0,0,0
6673.4,57.06,52.3,64.23,0,44,6983,40,0,44,0.713125,57,73,0,2810179280,0,0,0,0
6674.4,55.16,50.74,61.54,0,44,6983,40,0,44,0.713125,57,72,0,2810179280,0,0,0,0
6675.4,56.34,49.56,63.83,0,44,6989,40,0,44,0.712813,58,73,0,2810179280,0,0,0,0
6676.4,55.97,51.6,65.62,0,44,6976,40,0,44,0.712813,58,73,0,2810179280,0,0,0,0
6677.4,55.9,50.92,63.56,0,44,6976,40,0,44,0.712813,58,73,0,2810179280,0,0,0,0
6678.4,56.36,51.54,62.44,0,44,6976,40,0,44,0.712813,58,73,0,2810179280,0,0,0,0
6679.4,55.27,51.48,60.55,0,44,6964,40,0,44,0.713281,58,73,0,2810179280,0,0,0,0
6680.4,55.95,51.54,60.59,0,44,6953,40,0,44,0.712969,58,73,0,2810179280,0,0,0,0
6681.4,55.11,51.58,60.7,0,44,6955,40,0,44,0.712656,58,73,0,2810179280,0,0,0,0
6682.4,55.63,47.71,60.45,0,44,6947,40,0,44,0.712969,58,73,0,2810179280,0,0,0,0
6683.4,54.94,50.14,60.07,0,44,6950,40,0,44,0.712813,58,73,0,2810179280,0,0,0,0
6684.4,55.13,51.29,61.7,0,44,6938,40,0,44,0.712813,58,72,0,2810179280,0,0,0,0
6685.4,54.89,51.4,59.94,0,44,6938,40,0,44,0.712813,58,72,0,2810179280,0,0,0,0
6686.4,55.53,50.72,60.75,0,44,6940,40,0,44,0.7125,58,73,0,2810179280,0,0,0,0
6687.4,54.68,47.3,57.77,0,44,6935,40,0,44,0.712344,58,73,0,2810179280,0,0,0,0
6688.4,55.07,51.56,62.35,0,44,6936,40,0,44,0.7125,58,73,0,2810179280,0,0,0,0
6689.4,54.5,51.39,57.75,0,44,6941,40,0,44,0.712969,58,72,0,2810179280,0,0,0,0
6690.4,54.63,50.12,58.6,0,44,6934,40,0,44,0.71375,58,73,0,2810179280,0,0,0,0
6691.4,54.27,49.93,58.15,0,44,6934,40,0,44,0.71375,58,73,0,2810179280,0,0,0,0
6692.4,54.12,50.55,59.55,0,44,6927,40,0,44,0.713906,58,73,0,2810179280,0,0,0,0
6693.4,54.15,51.24,58.67,0,44,6929,40,0,44,0.713125,58,73,0,2810179280,0,0,0,0
6694.4,54.65,50.72,58.63,0,44,6929,40,0,44,0.713125,58,73,0,2810179280,0,0,0,0
6695.4,53.87,50.77,59,0,44,6932,40,0,44,0.712813,58,73,0,2810179280,0,0,0,0
6696.4,54.3,50.88,60.39,0,44,6924,40,0,44,0.713125,58,73,0,2810179280,0,0,0,0
6697.4,53.75,50.06,57.78,0,44,6918,40,0,44,0.712969,58,73,0,2810179280,0,0,0,0
6698.4,53.58,50.28,57.41,0,44,6907,40,0,44,0.713125,58,73,0,2810179280,0,0,0,0
6699.4,53.79,50.3,57.51,0,44,6905,40,0,44,0.712813,58,73,0,2810179280,0,0,0,0
6700.4,53.5,49.61,57.79,0,44,6912,40,0,44,0.7125,58,73,0,2810179280,0,0,0,0
6701.4,53.56,49.85,57.72,0,44,6912,40,0,44,0.7125,58,73,0,2810179280,0,0,0,0
6702.4,52.88,48.37,59.02,0,44,6912,40,0,44,0.7125,58,73,0,2810179280,0,0,0,0
6703.4,53.63,49.84,57.75,0,44,6914,40,0,44,0.712656,58,73,0,2810179280,0,0,0,0
6704.4,53.43,48.99,59.92,0,44,6898,40,0,44,0.712813,58,72,0,2810179280,0,0,0,0
6705.4,53.03,48.33,58.53,0,44,6898,40,0,44,0.712813,58,73,0,2810179280,0,0,0,0
6706.4,53.29,48.08,59.45,0,44,6895,40,0,44,0.7125,58,73,0,2810179280,0,0,0,0
6707.4,53.18,49.04,57.98,0,44,6900,40,0,44,0.713125,58,73,0,2810179280,0,0,0,0
6708.4,53.55,49.18,58.39,0,44,6889,40,0,44,0.713906,58,73,0,2810179280,0,0,0,0
6709.4,53.21,49.7,56.94,0,44,6889,40,0,44,0.713906,58,73,0,2810179280,0,0,0,0
6710.4,53.46,48.18,58.71,0,44,6884,40,0,44,0.71375,58,73,0,2810179280,0,0,0,0
6711.4,53.21,49.1,62.14,0,44,6887,40,0,44,0.713281,58,72,0,2810179280,0,0,0,0
6712.4,53.99,50.2,63.64,0,44,6901,40,0,44,0.713438,58,72,0,2810179280,0,0,0,0
6713.4,53.51,50.36,60.39,0,44,6901,40,0,44,0.713438,58,73,0,2810179280,0,0,0,0
6714.4,54.31,50.73,60.19,0,44,6889,40,0,44,0.707969,58,73,0,2810179280,0,0,0,0
6715.4,53.55,48.35,61.18,0,44,6889,40,0,44,0.707969,58,73,0,2810179280,0,0,0,0
6716.4,54.23,51.48,59.1,0,44,6889,40,0,44,0.7075,58,73,0,2810179280,0,0,0,0
6717.4,53.5,49.31,58.08,0,44,6890,40,0,44,0.707031,58,73,0,2810179280,0,0,0,0
6718.4,54.22,51.18,58.58,0,42,6909,40,0,44,0.718438,58,73,0,2810179280,0,0,0,0
6719.4,54.44,50.49,58.33,0,40,6909,40,0,42,0.718438,58,73,0,2810179280,0,0,0,0
6720.4,54.31,51.38,61.17,0,40,6918,40,0,40,0.718594,59,73,0,2810179280,0,0,0,0
6721.4,54.44,51.25,57.78,0,40,6900,40,0,40,0.713125,59,73,0,2810179280,0,0,0,0
6722.4,53.71,50.82,58.69,0,40,6906,40,0,40,0.712969,59,73,0,2810179280,0,0,0,0
6723.4,54.54,51.04,63.88,0,40,6906,40,0,40,0.712969,59,73,0,2810179280,0,0,0,0
6724.4,54.5,50.7,61.45,0,40,6902,40,0,40,0.712813,59,73,0,2810179280,0,0,0,0
6725.4,54.58,51.4,61.09,0,40,6904,40,0,40,0.713281,59,73,0,2810179280,0,0,0,0
6726.4,54.45,51.18,58.65,0,40,6904,40,0,40,0.713281,59,73,0,2810179280,0,0,0,0
6727.4,54.98,51.13,60.32,0,40,6919,40,0,40,0.712969,59,73,0,2810179280,0,0,0,0
6728.4,54.74,50.27,59.15,0,40,6942,40,0,40,0.685781,59,73,0,2810179280,0,0,0,0
6729.4,54.64,51.86,58.82,0,40,6942,40,0,40,0.685781,59,73,0,2810179280,0,0,0,0
6730.4,54.83,50.09,59.68,0,40,6930,40,0,40,0.686406,59,73,0,2810179280,0,0,0,0
6731.4,55.13,52.53,59.43,0,40,6711,40,0,40,0.682656,59,73,0,2810179280,0,0,0,0
6732.4,55.2,51.81,58.4,0,40,6713,40,0,40,0.682344,59,73,0,2810179280,0,0,0,0
6733.4,55.04,52.35,63.31,0,40,6715,40,0,40,0.682188,59,73,0,2810179280,0,0,0,0
6734.4,55.43,52.09,59.57,0,40,6715,40,0,40,0.682188,59,73,0,2810179280,0,0,0,0
6735.4,55.06,50.34,59.68,0,40,6659,40,0,40,0.682188,59,73,0,2810179280,0,0,0,0
6736.4,55.62,52.46,61.04,0,40,6664,40,0,40,0.682656,59,72,0,2810179280,0,0,0,0
6737.4,55.45,51.32,59.34,0,40,6664,40,0,40,0.682656,59,72,0,2810179280,0,0,0,0
6738.4,55.23,51.15,59.95,0,40,6654,40,0,40,0.682969,59,73,0,2810179280,0,0,0,0
6739.5,55.76,52.01,60.34,0,40,6653,40,0,40,0.677031,59,73,0,2810179280,0,0,0,0
6740.5,55.51,52.55,59.54,0,40,6660,40,0,40,0.676875,59,73,0,2810179280,0,0,0,0
6741.5,56.09,52.49,64.46,0,40,6683,40,0,40,0.677656,59,72,0,2810179280,0,0,0,0
6742.5,55.5,51.62,61.33,0,40,6689,40,0,40,0.677031,59,73,0,2810179280,0,0,0,0
6743.5,55.84,52.47,58.63,0,40,6663,40,0,40,0.681563,59,73,0,2810179280,0,0,0,0
6744.5,55.8,51.98,62.66,0,40,6661,40,0,40,0.681719,59,73,0,2810179280,0,0,0,0
6745.5,55.52,52.39,61.08,0,40,6649,40,0,40,0.68125,59,73,0,2810179280,0,0,0,0
6746.5,56.13,52.26,61.18,0,40,6658,40,0,40,0.681719,59,73,0,2810179280,0,0,0,0
6747.5,55.77,51.78,58.6,0,40,6658,40,0,40,0.681719,59,73,0,2810179280,0,0,0,0
6748.5,56.3,52.02,60.93,0,40,6662,40,0,40,0.681875,59,73,0,2810179280,0,0,0,0
6749.5,55.86,51.24,61.09,0,40,6665,40,0,40,0.682031,59,73,0,2810179280,0,0,0,0
6750.5,56.1,51.28,63.15,0,40,6675,40,0,40,0.682344,59,73,0,2810179280,0,0,0,0
6751.5,56.14,52.2,63.85,0,40,6675,40,0,40,0.682344,60,73,0,2810179280,0,0,0,0
6752.5,56.47,52.01,62.9,0,40,6675,40,0,40,0.682656,60,73,0,2810179280,0,0,0,0
6753.5,56.27,51.6,61.25,0,40,6677,40,0,40,0.682813,59,73,0,2810179280,0,0,0,0
6754.5,56.92,51.89,62.34,0,40,6687,40,0,40,0.682656,60,72,0,2810179280,0,0,0,0
6755.5,56.7,52.01,60.17,0,40,6693,40,0,40,0.682188,60,72,0,2810179280,0,0,0,0
6756.5,56.51,51.99,62.68,0,40,6693,40,0,40,0.682188,60,73,0,2810179280,0,0,0,0
6757.5,56.37,53.26,61.02,0,40,6698,40,0,40,0.67625,60,73,0,2810179280,0,0,0,0
6758.5,56.62,51.68,60.89,0,40,6698,40,0,40,0.67625,60,73,0,2810179280,0,0,0,0
6759.5,56.55,51.86,61.26,0,40,6698,40,0,40,0.676875,60,73,0,2810179280,0,0,0,0
6760.5,56.55,52.28,62.72,0,40,6683,40,0,40,0.676563,60,73,0,2810179280,0,0,0,0
6761.5,57.31,51.67,63.1,0,40,6705,40,0,40,0.682188,60,73,0,2810179280,0,0,0,0
6762.5,56.7,52.24,65.57,0,40,6689,40,0,40,0.680625,60,73,0,2810179280,0,0,0,0
6763.5,57.87,52.21,63.2,0,40,6689,40,0,40,0.680625,60,73,0,2810179280,0,0,0,0
6764.5,57.08,51.74,62.5,0,40,6687,40,0,40,0.675156,60,73,0,2810179280,0,0,0,0
6765.5,57.59,51.74,64.99,0,40,6699,40,0,40,0.675,60,73,0,2810179280,0,0,0,0
6766.5,56.68,51.93,63.58,0,40,6699,40,0,40,0.675781,60,73,0,2810179280,0,0,0,0
6767.5,57.71,52.09,64.43,0,40,6699,40,0,40,0.675781,60,73,0,2810179280,0,0,0,0
6768.5,57.58,51.85,64.62,0,40,6694,40,0,40,0.675938,60,73,0,2810179280,0,0,0,0
6769.5,57.62,51.78,63.4,0,40,6698,40,0,40,0.676563,60,73,0,2810179280,0,0,0,0
6770.5,57.94,53.22,64.79,0,40,6700,40,0,40,0.676406,60,73,0,2810179280,0,0,0,0
6771.5,57.84,52.88,63.11,0,40,6702,40,0,40,0.682188,60,73,0,2810179280,0,0,0,0
6772.5,58.02,53.31,63.8,0,40,6702,40,0,40,0.682188,60,73,0,2810179280,0,0,0,0
6773.5,57.63,53,65.88,0,40,6711,40,0,40,0.681875,60,73,0,2810179280,0,0,0,0
6774.5,57.98,51.15,63.69,0,40,6711,40,0,40,0.681875,60,73,0,2810179280,0,0,0,0
6775.5,57.43,52.25,64.04,0,40,6730,40,0,40,0.682031,60,73,0,2810179280,0,0,0,0
6776.5,58.52,51.97,64.8,0,40,6733,40,0,40,0.682188,60,73,0,2810179280,0,0,0,0
6777.5,57.38,52.84,64.69,0,40,6734,40,0,40,0.681875,60,73,0,2810179280,0,0,0,0
6778.5,59.3,53.75,65.06,0,40,6722,40,0,40,0.682031,60,73,0,2810179280,0,0,0,0
6779.5,57.61,50.84,64.3,0,40,6715,40,0,40,0.681563,60,73,0,2810179280,0,0,0,0
6780.5,58.7,51.66,66.72,0,40,6719,40,0,40,0.681719,60,73,0,2810179280,0,0,0,0
6781.5,58.42,53.46,64.71,0,40,6704,40,0,40,0.681875,60,73,0,2810179280,0,0,0,0
6782.5,58.67,54.12,65.91,0,44,6717,40,0,40,0.682344,60,74,0,2810179280,0,0,0,0
6783.5,57.3,0.49,64.85,0,44,6822,41,0,41,0.687077,59,74,0,2810179280,0,0,0,0
6784.5,57.36,0.45,63.87,0,44,6823,41,0,41,0.687385,59,74,0,2810179280,0,0,0,0
6785.5,56.96,6.58,63.81,0,44,6824,41,0,41,0.687077,59,73,0,2810179280,0,0,0,0
6786.5,57.68,15.05,63.05,0,44,6831,41,0,41,0.686154,59,73,0,2810179280,0,0,0,0
6787.5,57.06,10.9,64,0,44,6827,41,0,41,0.697692,59,73,0,2810179280,0,0,0,0
6788.5,57.49,11.17,65.08,0,44,6827,41,0,41,0.697692,59,73,0,2810179280,0,0,0,0
6789.5,57.68,12.69,64.06,0,44,6833,41,0,41,0.697846,59,73,0,2810179280,0,0,0,0
6790.5,57.24,13.12,65.89,0,44,6927,41,0,41,0.715077,59,73,0,2810179280,0,0,0,0
6791.5,58.29,14.56,65.11,0,44,6927,41,0,41,0.715077,59,73,0,2810179280,0,0,0,0
6792.5,57.6,15.89,63.53,0,44,6925,41,0,41,0.715231,59,73,0,2810179280,0,0,0,0
6793.5,58.04,14.2,64.83,0,44,6943,41,0,41,0.716,60,74,0,2810179280,0,0,0,0
6794.5,56.99,14.6,64.63,0,44,7172,41,0,41,0.717846,60,74,0,2810179280,0,0,0,0
6795.5,58.79,15.67,65.01,0,44,7178,41,0,41,0.718,60,74,0,2810179280,0,0,0,0
